Time:User:UserPos:UserRHPos:UserLHPos:UserPosToque:UserMaoDeToque:UserTouchType:UserAction:HoverUnityName:HoverObjectType:NQuadToSelect:NCircToSelect:LastCollidingObj:HandCubePos
0.9981:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.8, 0.9, 0.8):(0.0, 0.0, 0.0):right:::null::5:6:null:(0.0, 0.8, 0.9)
3431.1848:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.9, 0.4):(0.0, 0.0, 0.0):right:::null::5:6:null:(0.2, 0.9, -0.4)
3445.1429:User 1:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.9, 0.4):(0.3, 0.8, 0.4):right:drag:exit:::5:6:Cylinder4 (UnityEngine.GameObject):(0.3, 0.8, 0.4)
3445.1429:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.9, 0.4):(0.0, 0.0, 0.0):right:::null::5:6:null:(0.2, 0.9, -0.4)
3462.0979:User 1:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.9, 0.4):(0.3, 0.8, 0.4):right:drag:exit:::5:6:Cylinder4 (UnityEngine.GameObject):(0.3, 0.8, 0.4)
3462.0979:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.9, 0.4):(0.0, 0.0, 0.0):right:::null::5:6:null:(0.2, 0.9, -0.4)
3479.0518:User 1:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.9, 0.4):(0.3, 0.8, 0.4):right:drag:exit:::5:6:Cylinder4 (UnityEngine.GameObject):(0.3, 0.8, 0.4)
3479.0518:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.9, 0.4):(0.0, 0.0, 0.0):right:::null::5:6:null:(0.2, 0.9, -0.4)
3496.0314:User 1:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.9, 0.4):(0.3, 0.8, 0.4):right:drag:exit:::5:6:Cylinder4 (UnityEngine.GameObject):(0.3, 0.8, 0.4)
3496.0314:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.9, 0.4):(0.0, 0.0, 0.0):right:::null::5:6:null:(0.2, 0.9, -0.4)
3513.0136:User 1:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.9, 0.4):(0.3, 0.8, 0.4):right:drag:exit:::5:6:Cylinder4 (UnityEngine.GameObject):(0.3, 0.8, 0.4)
3513.0136:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.9, 0.4):(0.0, 0.0, 0.0):right:::null::5:6:null:(0.2, 0.9, -0.4)
3529.4824:User 1:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.9, 0.4):(0.3, 0.8, 0.4):right:drag:exit:::5:6:Cylinder4 (UnityEngine.GameObject):(0.3, 0.8, 0.4)
3529.4824:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.9, 0.4):(0.0, 0.0, 0.0):right:::null::5:6:null:(0.2, 0.9, -0.4)
3546.6275:User 1:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.9, 0.4):(0.3, 0.8, 0.4):right:drag:exit:::5:6:Cylinder4 (UnityEngine.GameObject):(0.3, 0.8, 0.4)
3546.6275:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.9, 0.4):(0.0, 0.0, 0.0):right:::null::5:6:null:(0.2, 0.9, -0.4)
3563.5812:User 1:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.9, 0.4):(0.3, 0.8, 0.4):right:drag:exit:::5:6:Cylinder4 (UnityEngine.GameObject):(0.3, 0.8, 0.4)
3563.5812:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.9, 0.4):(0.0, 0.0, 0.0):right:::null::5:6:null:(0.2, 0.9, -0.4)
3580.5388:User 1:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.9, 0.4):(0.3, 0.8, 0.4):right:drag:exit:::5:6:Cylinder4 (UnityEngine.GameObject):(0.3, 0.8, 0.4)
3580.5388:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.9, 0.4):(0.0, 0.0, 0.0):right:::null::5:6:null:(0.2, 0.9, -0.4)
3596.4931:User 1:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.9, 0.4):(0.3, 0.8, 0.4):right:drag:exit:::5:6:Cylinder4 (UnityEngine.GameObject):(0.3, 0.8, 0.4)
3596.4931:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.9, 0.4):(0.0, 0.0, 0.0):right:::null::5:6:null:(0.2, 0.9, -0.4)
3613.4506:User 1:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.9, 0.4):(0.3, 0.8, 0.4):right:drag:exit:::5:6:Cylinder4 (UnityEngine.GameObject):(0.3, 0.8, 0.4)
3613.4506:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.9, 0.4):(0.0, 0.0, 0.0):right:::null::5:6:null:(0.2, 0.9, -0.4)
3630.4027:User 1:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.9, 0.4):(0.3, 0.8, 0.5):right:drag:exit:::5:6:Cylinder4 (UnityEngine.GameObject):(0.3, 0.8, 0.5)
3630.4027:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.9, 0.4):(0.0, 0.0, 0.0):right:::null::5:6:null:(0.2, 0.9, -0.4)
3647.3584:User 1:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.9, 0.4):(0.3, 0.8, 0.5):right:drag:exit:::5:6:Cylinder4 (UnityEngine.GameObject):(0.3, 0.8, 0.5)
3647.3584:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.9, 0.4):(0.0, 0.0, 0.0):right:::null::5:6:null:(0.2, 0.9, -0.4)
3664.3127:User 1:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.9, 0.4):(0.3, 0.8, 0.5):right:drag:exit:::5:6:Cylinder4 (UnityEngine.GameObject):(0.3, 0.8, 0.5)
3664.3127:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.9, 0.4):(0.0, 0.0, 0.0):right:::null::5:6:null:(0.2, 0.9, -0.4)
3682.2648:User 1:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.9, 0.4):(0.3, 0.8, 0.5):right:drag:exit:::5:6:Cylinder4 (UnityEngine.GameObject):(0.3, 0.8, 0.5)
3682.2648:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.9, 0.4):(0.0, 0.0, 0.0):right:::null::5:6:null:(0.2, 0.9, -0.4)
3698.2265:User 1:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.9, 0.4):(0.3, 0.8, 0.5):right:drag:exit:::5:6:Cylinder4 (UnityEngine.GameObject):(0.3, 0.8, 0.5)
3698.2265:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.9, 0.4):(0.0, 0.0, 0.0):right:::null::5:6:null:(0.2, 0.9, -0.4)
3715.1757:User 1:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.9, 0.4):(0.3, 0.8, 0.5):right:drag:exit:::5:6:Cylinder4 (UnityEngine.GameObject):(0.3, 0.8, 0.5)
3715.1757:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.9, 0.4):(0.0, 0.0, 0.0):right:::null::5:6:null:(0.2, 0.9, -0.4)
3732.1337:User 1:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.8, 0.4):(0.3, 0.8, 0.5):right:drag:exit:::5:6:Cylinder4 (UnityEngine.GameObject):(0.3, 0.8, 0.5)
3732.1337:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.8, 0.4):(0.0, 0.0, 0.0):right:::null::5:6:null:(0.2, 0.9, -0.4)
3749.0861:User 1:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.8, 0.4):(0.3, 0.8, 0.5):right:drag:exit:::5:6:Cylinder4 (UnityEngine.GameObject):(0.3, 0.8, 0.5)
3749.0861:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.8, 0.4):(0.0, 0.0, 0.0):right:::null::5:6:null:(0.2, 0.9, -0.4)
3766.0395:User 1:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.8, 0.4):(0.3, 0.8, 0.5):right:drag:exit:::5:6:Cylinder4 (UnityEngine.GameObject):(0.3, 0.8, 0.5)
3766.0395:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.8, 0.4):(0.0, 0.0, 0.0):right:::null::5:6:null:(0.2, 0.9, -0.4)
3781.9973:User 1:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.8, 0.4):(0.3, 0.8, 0.5):right:drag:exit:::5:6:Cylinder4 (UnityEngine.GameObject):(0.3, 0.8, 0.5)
3781.9973:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.8, 0.4):(0.0, 0.0, 0.0):right:::null::5:6:null:(0.2, 0.9, -0.4)
3798.9513:User 1:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.8, 0.4):(0.3, 0.8, 0.5):right:drag:exit:::5:6:Cylinder4 (UnityEngine.GameObject):(0.3, 0.8, 0.5)
3798.9513:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.8, 0.4):(0.0, 0.0, 0.0):right:::null::5:6:null:(0.2, 0.9, -0.4)
3819.8966:User 1:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.8, 0.4):(0.3, 0.8, 0.5):right:drag:exit:::5:6:Cylinder4 (UnityEngine.GameObject):(0.3, 0.8, 0.5)
3819.8966:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.8, 0.4):(0.0, 0.0, 0.0):right:::null::5:6:null:(0.2, 0.9, -0.4)
3837.8483:User 1:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.8, 0.4):(0.3, 0.8, 0.5):right:drag:exit:::5:6:Cylinder4 (UnityEngine.GameObject):(0.3, 0.8, 0.5)
3837.8483:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.8, 0.4):(0.0, 0.0, 0.0):right:::null::5:6:null:(0.2, 0.9, -0.4)
3853.8051:User 1:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.8, 0.4):(0.3, 0.8, 0.5):right:drag:exit:::5:6:Cylinder4 (UnityEngine.GameObject):(0.3, 0.8, 0.5)
3853.8051:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.8, 0.4):(0.0, 0.0, 0.0):right:::null::5:6:null:(0.2, 0.9, -0.4)
3870.7743:User 1:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.8, 0.4):(0.3, 0.8, 0.5):right:drag:exit:::5:6:Cylinder4 (UnityEngine.GameObject):(0.3, 0.8, 0.5)
3870.7743:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.8, 0.4):(0.0, 0.0, 0.0):right:::null::5:6:null:(0.2, 0.9, -0.4)
3887.7222:User 1:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.8, 0.4):(0.3, 0.8, 0.5):right:drag:exit:::5:6:Cylinder4 (UnityEngine.GameObject):(0.3, 0.8, 0.5)
3887.7222:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.8, 0.4):(0.0, 0.0, 0.0):right:::null::5:6:null:(0.2, 0.9, -0.4)
3904.6751:User 1:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.8, 0.4):(0.3, 0.8, 0.5):right:drag:exit:::5:6:Cylinder4 (UnityEngine.GameObject):(0.3, 0.8, 0.5)
3904.6751:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.8, 0.4):(0.0, 0.0, 0.0):right:::null::5:6:null:(0.2, 0.9, -0.4)
3932.6002:User 1:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.8, 0.4):(0.3, 0.8, 0.5):right:drag::Cylinder2 (UnityEngine.GameObject):circle:5:6:Cylinder2 (UnityEngine.GameObject):(0.3, 0.8, 0.5)
3932.6002:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.8, 0.4):(0.0, 0.0, 0.0):right:::null::5:6:null:(0.2, 0.9, -0.4)
3942.5761:User 1:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.8, 0.4):(0.3, 0.8, 0.5):right:drag::Cylinder2 (UnityEngine.GameObject):circle:5:6:Cylinder2 (UnityEngine.GameObject):(0.3, 0.8, 0.5)
3942.5761:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.8, 0.4):(0.0, 0.0, 0.0):right:::null::5:6:null:(0.2, 0.9, -0.4)
3959.5282:User 1:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.8, 0.4):(0.3, 0.8, 0.5):right:drag::Cylinder2 (UnityEngine.GameObject):circle:5:6:Cylinder2 (UnityEngine.GameObject):(0.3, 0.8, 0.5)
3959.5282:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.8, 0.4):(0.0, 0.0, 0.0):right:::null::5:6:null:(0.2, 0.9, -0.4)
3976.4839:User 1:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.8, 0.5):(0.3, 0.8, 0.5):right:drag::Cylinder2 (UnityEngine.GameObject):circle:5:6:Cylinder2 (UnityEngine.GameObject):(0.3, 0.8, 0.5)
3976.4839:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.8, 0.5):(0.0, 0.0, 0.0):right:::null::5:6:null:(0.2, 0.9, -0.4)
3993.4386:User 1:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.8, 0.5):(0.3, 0.8, 0.5):right:drag::Cylinder2 (UnityEngine.GameObject):circle:5:6:Cylinder2 (UnityEngine.GameObject):(0.3, 0.8, 0.5)
3993.4386:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.8, 0.5):(0.0, 0.0, 0.0):right:::null::5:6:null:(0.2, 0.9, -0.4)
4010.3929:User 1:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.8, 0.5):(0.3, 0.8, 0.5):right:drag::Cylinder2 (UnityEngine.GameObject):circle:5:6:Cylinder2 (UnityEngine.GameObject):(0.3, 0.8, 0.5)
4010.3929:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.8, 0.5):(0.0, 0.0, 0.0):right:::null::5:6:null:(0.2, 0.9, -0.4)
4027.3476:User 1:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.8, 0.5):(0.3, 0.8, 0.5):right:drag::Cylinder2 (UnityEngine.GameObject):circle:5:6:Cylinder2 (UnityEngine.GameObject):(0.3, 0.8, 0.5)
4027.3476:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.8, 0.5):(0.0, 0.0, 0.0):right:::null::5:6:null:(0.2, 0.9, -0.4)
4043.3062:User 1:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.8, 0.5):(0.3, 0.8, 0.5):right:drag::Cylinder2 (UnityEngine.GameObject):circle:5:6:Cylinder2 (UnityEngine.GameObject):(0.3, 0.8, 0.5)
4043.3062:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.8, 0.5):(0.0, 0.0, 0.0):right:::null::5:6:null:(0.2, 0.9, -0.4)
4060.2589:User 1:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.8, 0.5):(0.3, 0.8, 0.5):right:drag::Cylinder2 (UnityEngine.GameObject):circle:5:6:Cylinder2 (UnityEngine.GameObject):(0.3, 0.8, 0.5)
4060.2589:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.8, 0.5):(0.0, 0.0, 0.0):right:::null::5:6:null:(0.2, 0.9, -0.4)
4077.2143:User 1:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.8, 0.5):(0.3, 0.8, 0.5):right:drag::Cylinder2 (UnityEngine.GameObject):circle:5:6:Cylinder2 (UnityEngine.GameObject):(0.3, 0.8, 0.5)
4077.2143:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.8, 0.5):(0.0, 0.0, 0.0):right:::null::5:6:null:(0.2, 0.9, -0.4)
4094.2223:User 1:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.8, 0.5):(0.3, 0.8, 0.5):right:drag::Cylinder2 (UnityEngine.GameObject):circle:5:6:Cylinder2 (UnityEngine.GameObject):(0.3, 0.8, 0.5)
4094.2223:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.8, 0.5):(0.0, 0.0, 0.0):right:::null::5:6:null:(0.2, 0.9, -0.4)
4111.2401:User 1:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.8, 0.5):(0.3, 0.8, 0.5):right:drag::Cylinder2 (UnityEngine.GameObject):circle:5:6:Cylinder2 (UnityEngine.GameObject):(0.3, 0.8, 0.5)
4111.2401:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.8, 0.5):(0.0, 0.0, 0.0):right:::null::5:6:null:(0.2, 0.9, -0.4)
4128.2611:User 1:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.8, 0.5):(0.3, 0.8, 0.5):right:drag::Cylinder2 (UnityEngine.GameObject):circle:5:6:Cylinder2 (UnityEngine.GameObject):(0.3, 0.8, 0.5)
4128.2611:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.8, 0.5):(0.0, 0.0, 0.0):right:::null::5:6:null:(0.2, 0.9, -0.4)
4144.2506:User 1:(0.5, 0.8, 0.5):(0.7, 0.9, 0.7):(0.3, 0.8, 0.5):(0.3, 0.8, 0.6):right:drag::Cylinder2 (UnityEngine.GameObject):circle:5:6:Cylinder2 (UnityEngine.GameObject):(0.3, 0.8, 0.6)
4144.2506:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.8, 0.5):(0.0, 0.0, 0.0):right:::null::5:6:null:(0.2, 0.9, -0.4)
4161.2869:User 1:(0.5, 0.8, 0.5):(0.7, 0.9, 0.7):(0.3, 0.8, 0.5):(0.3, 0.8, 0.6):right:drag::Cylinder2 (UnityEngine.GameObject):circle:5:6:Cylinder2 (UnityEngine.GameObject):(0.3, 0.8, 0.6)
4161.2869:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.8, 0.5):(0.0, 0.0, 0.0):right:::null::5:6:null:(0.2, 0.9, -0.4)
4178.2357:User 1:(0.5, 0.8, 0.5):(0.7, 0.9, 0.7):(0.3, 0.8, 0.5):(0.3, 0.8, 0.6):right:drag::Cylinder2 (UnityEngine.GameObject):circle:5:6:Cylinder2 (UnityEngine.GameObject):(0.3, 0.8, 0.6)
4178.2357:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.8, 0.5):(0.0, 0.0, 0.0):right:::null::5:6:null:(0.2, 0.9, -0.4)
4195.2075:User 1:(0.5, 0.8, 0.5):(0.7, 0.9, 0.7):(0.3, 0.8, 0.5):(0.3, 0.8, 0.6):right:drag::Cylinder2 (UnityEngine.GameObject):circle:5:6:Cylinder2 (UnityEngine.GameObject):(0.3, 0.8, 0.6)
4195.2075:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.8, 0.5):(0.0, 0.0, 0.0):right:::null::5:6:null:(0.2, 0.9, -0.4)
4212.2233:User 1:(0.5, 0.8, 0.5):(0.7, 0.9, 0.7):(0.3, 0.8, 0.5):(0.3, 0.8, 0.6):right:drag::Cylinder2 (UnityEngine.GameObject):circle:5:6:Cylinder2 (UnityEngine.GameObject):(0.3, 0.8, 0.6)
4212.2233:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.8, 0.5):(0.0, 0.0, 0.0):right:::null::5:6:null:(0.2, 0.9, -0.4)
4228.1813:User 1:(0.5, 0.8, 0.5):(0.7, 0.9, 0.7):(0.3, 0.8, 0.5):(0.3, 0.8, 0.6):right:drag::Cylinder2 (UnityEngine.GameObject):circle:5:6:Cylinder2 (UnityEngine.GameObject):(0.3, 0.8, 0.6)
4228.1813:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.8, 0.5):(0.0, 0.0, 0.0):right:::null::5:6:null:(0.2, 0.9, -0.4)
4245.1839:User 1:(0.5, 0.8, 0.5):(0.7, 0.9, 0.7):(0.3, 0.8, 0.5):(0.3, 0.8, 0.6):right:drag::Cylinder2 (UnityEngine.GameObject):circle:5:6:Cylinder2 (UnityEngine.GameObject):(0.3, 0.8, 0.6)
4245.1839:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.8, 0.5):(0.0, 0.0, 0.0):right:::null::5:6:null:(0.2, 0.9, -0.4)
4262.2269:User 1:(0.5, 0.8, 0.5):(0.7, 0.9, 0.7):(0.3, 0.8, 0.5):(0.3, 0.8, 0.6):right:drag::Cylinder2 (UnityEngine.GameObject):circle:5:6:Cylinder2 (UnityEngine.GameObject):(0.3, 0.8, 0.6)
4262.2269:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.8, 0.5):(0.0, 0.0, 0.0):right:::null::5:6:null:(0.2, 0.9, -0.4)
4279.183:User 1:(0.5, 0.8, 0.5):(0.7, 0.9, 0.7):(0.3, 0.8, 0.5):(0.3, 0.8, 0.6):right:drag::Cylinder2 (UnityEngine.GameObject):circle:5:6:Cylinder2 (UnityEngine.GameObject):(0.3, 0.8, 0.6)
4279.183:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.8, 0.5):(0.0, 0.0, 0.0):right:::null::5:6:null:(0.2, 0.9, -0.4)
4296.1717:User 1:(0.5, 0.8, 0.5):(0.7, 0.9, 0.7):(0.3, 0.8, 0.5):(0.3, 0.8, 0.6):right:drag::Cylinder2 (UnityEngine.GameObject):circle:5:6:Cylinder2 (UnityEngine.GameObject):(0.3, 0.8, 0.6)
4296.1717:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.8, 0.5):(0.0, 0.0, 0.0):right:::null::5:6:null:(0.2, 0.9, -0.4)
4313.1745:User 1:(0.5, 0.8, 0.5):(0.7, 0.9, 0.7):(0.3, 0.8, 0.5):(0.3, 0.8, 0.6):right:drag::Cylinder2 (UnityEngine.GameObject):circle:5:6:Cylinder2 (UnityEngine.GameObject):(0.3, 0.8, 0.6)
4313.1745:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.8, 0.5):(0.0, 0.0, 0.0):right:::null::5:6:null:(0.2, 0.9, -0.4)
4330.2815:User 1:(0.5, 0.8, 0.5):(0.7, 0.9, 0.7):(0.3, 0.8, 0.5):(0.3, 0.8, 0.6):right:drag::Cylinder2 (UnityEngine.GameObject):circle:5:6:Cylinder2 (UnityEngine.GameObject):(0.3, 0.8, 0.6)
4330.2815:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.8, 0.5):(0.0, 0.0, 0.0):right:::null::5:6:null:(0.2, 0.9, -0.4)
4347.2416:User 1:(0.5, 0.8, 0.5):(0.7, 0.9, 0.7):(0.3, 0.8, 0.5):(0.3, 0.8, 0.6):right:drag::Cylinder2 (UnityEngine.GameObject):circle:5:6:Cylinder2 (UnityEngine.GameObject):(0.3, 0.8, 0.6)
4347.2416:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.8, 0.5):(0.0, 0.0, 0.0):right:::null::5:6:null:(0.2, 0.9, -0.4)
4363.1945:User 1:(0.5, 0.8, 0.5):(0.7, 0.9, 0.7):(0.3, 0.8, 0.5):(0.3, 0.8, 0.6):right:drag::Cylinder2 (UnityEngine.GameObject):circle:5:6:Cylinder2 (UnityEngine.GameObject):(0.3, 0.8, 0.6)
4363.1945:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.8, 0.5):(0.0, 0.0, 0.0):right:::null::5:6:null:(0.2, 0.9, -0.4)
4380.1506:User 1:(0.5, 0.8, 0.5):(0.7, 0.9, 0.7):(0.3, 0.8, 0.5):(0.3, 0.8, 0.6):right:drag::Cylinder2 (UnityEngine.GameObject):circle:5:6:Cylinder2 (UnityEngine.GameObject):(0.3, 0.8, 0.6)
4380.1506:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.8, 0.5):(0.0, 0.0, 0.0):right:::null::5:6:null:(0.2, 0.9, -0.4)
4397.1035:User 1:(0.5, 0.8, 0.5):(0.7, 0.9, 0.7):(0.3, 0.8, 0.5):(0.3, 0.8, 0.6):right:drag::Cylinder2 (UnityEngine.GameObject):circle:5:6:Cylinder2 (UnityEngine.GameObject):(0.3, 0.8, 0.6)
4397.1035:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.8, 0.5):(0.0, 0.0, 0.0):right:::null::5:6:null:(0.2, 0.9, -0.4)
4414.0582:User 1:(0.5, 0.8, 0.5):(0.7, 0.9, 0.7):(0.3, 0.8, 0.5):(0.3, 0.8, 0.6):right:drag::Cylinder2 (UnityEngine.GameObject):circle:5:6:Cylinder2 (UnityEngine.GameObject):(0.3, 0.8, 0.6)
4414.0582:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.8, 0.5):(0.0, 0.0, 0.0):right:::null::5:6:null:(0.2, 0.9, -0.4)
4431.0135:User 1:(0.5, 0.8, 0.5):(0.7, 0.9, 0.7):(0.3, 0.8, 0.5):(0.3, 0.8, 0.6):right:drag::Cylinder2 (UnityEngine.GameObject):circle:5:6:Cylinder2 (UnityEngine.GameObject):(0.3, 0.8, 0.6)
4431.0135:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.8, 0.5):(0.0, 0.0, 0.0):right:::null::5:6:null:(0.2, 0.9, -0.4)
4447.9667:User 1:(0.5, 0.8, 0.5):(0.7, 0.9, 0.7):(0.3, 0.8, 0.5):(0.3, 0.8, 0.6):right:drag::Cylinder2 (UnityEngine.GameObject):circle:5:6:Cylinder2 (UnityEngine.GameObject):(0.3, 0.8, 0.6)
4447.9667:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.8, 0.5):(0.0, 0.0, 0.0):right:::null::5:6:null:(0.2, 0.9, -0.4)
4463.9282:User 1:(0.5, 0.8, 0.5):(0.7, 0.9, 0.7):(0.3, 0.8, 0.5):(0.3, 0.8, 0.6):right:drag::Cylinder2 (UnityEngine.GameObject):circle:5:6:Cylinder2 (UnityEngine.GameObject):(0.3, 0.8, 0.6)
