At 11289.0248 User1 tried to select circle and that is not possible.
At 11305.9778 User1 tried to select circle and that is not possible.
At 11322.9318 User1 tried to select circle and that is not possible.
At 11338.8909 User1 tried to select circle and that is not possible.
At 11355.8448 User1 tried to select circle and that is not possible.
At 11372.8 User1 tried to select circle and that is not possible.
At 11389.7493 User1 tried to select circle and that is not possible.
At 11406.7046 User1 tried to select circle and that is not possible.
At 11422.6924 User1 tried to select circle and that is not possible.
At 11440.6201 User1 tried to select circle and that is not possible.
At 11457.5744 User1 tried to select circle and that is not possible.
At 11474.5288 User1 tried to select circle and that is not possible.
At 11491.4837 User1 tried to select circle and that is not possible.
At 11507.4408 User1 tried to select circle and that is not possible.
At 11524.3954 User1 tried to select circle and that is not possible.
At 11541.3509 User1 tried to select circle and that is not possible.
At 11558.3045 User1 tried to select circle and that is not possible.
At 11575.2595 User1 tried to select circle and that is not possible.
At 11592.2185 User1 tried to select circle and that is not possible.
At 11608.2013 User1 tried to select circle and that is not possible.
At 11625.1264 User1 tried to select circle and that is not possible.
At 11642.0822 User1 tried to select circle and that is not possible.
At 11660.0325 User1 tried to select circle and that is not possible.
At 11675.9911 User1 tried to select circle and that is not possible.
At 11692.9456 User1 tried to select circle and that is not possible.
At 11709.903 User1 tried to select circle and that is not possible.
At 11726.8547 User1 tried to select circle and that is not possible.
At 11742.8117 User1 tried to select circle and that is not possible.
At 11760.7641 User1 tried to select circle and that is not possible.
At 11777.7182 User1 tried to select circle and that is not possible.
At 11793.6783 User1 tried to select circle and that is not possible.
At 11810.6309 User1 tried to select circle and that is not possible.
At 11827.5851 User1 tried to select circle and that is not possible.
At 11844.5397 User1 tried to select circle and that is not possible.
At 11861.4944 User1 tried to select circle and that is not possible.
At 11878.4484 User1 tried to select circle and that is not possible.
At 11895.4032 User1 tried to select circle and that is not possible.
At 11912.378 User1 tried to select circle and that is not possible.
At 11929.3126 User1 tried to select circle and that is not possible.
At 11945.2716 User1 tried to select circle and that is not possible.
At 11963.2227 User1 tried to select circle and that is not possible.
At 11979.1791 User1 tried to select circle and that is not possible.
At 11996.1338 User1 tried to select circle and that is not possible.
At 12013.089 User1 tried to select circle and that is not possible.
At 12030.0431 User1 tried to select circle and that is not possible.
At 12046.998 User1 tried to select circle and that is not possible.
At 26352.2091 User1 tried to select circle and that is not possible.
At 26369.1003 User1 tried to select circle and that is not possible.
At 26385.0793 User1 tried to select circle and that is not possible.
At 26403.008 User1 tried to select circle and that is not possible.
At 26418.9847 User1 tried to select circle and that is not possible.
At 26435.9476 User1 tried to select circle and that is not possible.
At 26452.8747 User1 tried to select circle and that is not possible.
At 26470.0345 User1 tried to select circle and that is not possible.
At 26486.1253 User1 tried to select circle and that is not possible.
At 26503.059 User1 tried to select circle and that is not possible.
At 26520.1344 User1 tried to select circle and that is not possible.
At 26537.3544 User1 tried to select circle and that is not possible.
At 26554.2463 User1 tried to select circle and that is not possible.
At 26571.2012 User1 tried to select circle and that is not possible.
At 26587.4211 User1 tried to select circle and that is not possible.
At 26604.306 User1 tried to select circle and that is not possible.
At 26621.2626 User1 tried to select circle and that is not possible.
At 26638.2102 User1 tried to select circle and that is not possible.
At 26655.4414 User1 tried to select circle and that is not possible.
At 26671.3727 User1 tried to select circle and that is not possible.
At 26689.3552 User1 tried to select circle and that is not possible.
At 26705.3145 User1 tried to select circle and that is not possible.
At 26722.3345 User1 tried to select circle and that is not possible.
At 26739.4019 User1 tried to select circle and that is not possible.
At 26755.4819 User1 tried to select circle and that is not possible.
At 26773.3976 User1 tried to select circle and that is not possible.
At 26789.4197 User1 tried to select circle and that is not possible.
At 26806.3142 User1 tried to select circle and that is not possible.
At 26823.2789 User1 tried to select circle and that is not possible.
At 26840.2233 User1 tried to select circle and that is not possible.
At 26857.2097 User1 tried to select circle and that is not possible.
At 26874.2287 User1 tried to select circle and that is not possible.
At 26891.2224 User1 tried to select circle and that is not possible.
At 26907.2452 User1 tried to select circle and that is not possible.
At 26924.3401 User1 tried to select circle and that is not possible.
At 26941.3992 User1 tried to select circle and that is not possible.
At 26958.3614 User1 tried to select circle and that is not possible.
At 26975.427 User1 tried to select circle and that is not possible.
At 26992.5366 User1 tried to select circle and that is not possible.
At 27008.4952 User1 tried to select circle and that is not possible.
At 27026.4699 User1 tried to select circle and that is not possible.
At 27042.5601 User1 tried to select circle and that is not possible.
At 27059.5454 User1 tried to select circle and that is not possible.
At 27076.5346 User1 tried to select circle and that is not possible.
At 27093.5171 User1 tried to select circle and that is not possible.
At 27109.4917 User1 tried to select circle and that is not possible.
At 27126.4931 User1 tried to select circle and that is not possible.
At 27143.4546 User1 tried to select circle and that is not possible.
At 27160.3782 User1 tried to select circle and that is not possible.
At 27177.4341 User1 tried to select circle and that is not possible.
At 27194.3923 User1 tried to select circle and that is not possible.
At 27211.3438 User1 tried to select circle and that is not possible.
At 27227.3648 User1 tried to select circle and that is not possible.
At 27244.2551 User1 tried to select circle and that is not possible.
At 27261.2628 User1 tried to select circle and that is not possible.
At 27279.2284 User1 tried to select circle and that is not possible.
At 27295.3646 User1 tried to select circle and that is not possible.
At 27312.3009 User1 tried to select circle and that is not possible.
At 27328.4162 User1 tried to select circle and that is not possible.
At 27345.3436 User1 tried to select circle and that is not possible.
At 27362.335 User1 tried to select circle and that is not possible.
At 27379.3989 User1 tried to select circle and that is not possible.
At 27396.3115 User1 tried to select circle and that is not possible.
At 27413.2803 User1 tried to select circle and that is not possible.
At 27430.3006 User1 tried to select circle and that is not possible.
At 27447.1896 User1 tried to select circle and that is not possible.
At 27463.3358 User1 tried to select circle and that is not possible.
At 27480.4271 User1 tried to select circle and that is not possible.
At 27497.3831 User1 tried to select circle and that is not possible.
At 27514.434 User1 tried to select circle and that is not possible.
At 27531.4722 User1 tried to select circle and that is not possible.
At 27548.5759 User1 tried to select circle and that is not possible.
At 27564.6781 User1 tried to select circle and that is not possible.
At 27581.7151 User1 tried to select circle and that is not possible.
At 27598.7386 User1 tried to select circle and that is not possible.
At 27615.7897 User1 tried to select circle and that is not possible.
At 27632.9353 User1 tried to select circle and that is not possible.
At 27649.0048 User1 tried to select circle and that is not possible.
At 27665.9485 User1 tried to select circle and that is not possible.
At 27682.873 User1 tried to select circle and that is not possible.
At 27699.8317 User1 tried to select circle and that is not possible.
At 27716.8469 User1 tried to select circle and that is not possible.
At 27733.9085 User1 tried to select circle and that is not possible.
At 27750.0335 User1 tried to select circle and that is not possible.
At 27767.0217 User1 tried to select circle and that is not possible.
At 27784.065 User1 tried to select circle and that is not possible.
At 27801.1101 User1 tried to select circle and that is not possible.
At 27818.1512 User1 tried to select circle and that is not possible.
At 27834.1099 User1 tried to select circle and that is not possible.
At 27851.0629 User1 tried to select circle and that is not possible.
At 27869.0156 User1 tried to select circle and that is not possible.
At 27885.0407 User1 tried to select circle and that is not possible.
At 27902.1348 User1 tried to select circle and that is not possible.
At 27918.1573 User1 tried to select circle and that is not possible.
At 27935.264 User1 tried to select circle and that is not possible.
At 27952.2822 User1 tried to select circle and that is not possible.
At 27969.325 User1 tried to select circle and that is not possible.
At 27986.3164 User1 tried to select circle and that is not possible.
At 28003.274 User1 tried to select circle and that is not possible.
At 28020.3208 User1 tried to select circle and that is not possible.
At 28036.4642 User1 tried to select circle and that is not possible.
At 28053.4185 User1 tried to select circle and that is not possible.
At 28070.4079 User1 tried to select circle and that is not possible.
At 28087.4928 User1 tried to select circle and that is not possible.
At 28104.3719 User1 tried to select circle and that is not possible.
At 28121.3263 User1 tried to select circle and that is not possible.
At 28138.2823 User1 tried to select circle and that is not possible.
At 28154.3023 User1 tried to select circle and that is not possible.
At 28171.219 User1 tried to select circle and that is not possible.
At 28188.1924 User1 tried to select circle and that is not possible.
At 28205.2649 User1 tried to select circle and that is not possible.
At 28222.2218 User1 tried to select circle and that is not possible.
At 28239.1774 User1 tried to select circle and that is not possible.
At 28256.2156 User1 tried to select circle and that is not possible.
At 28272.0854 User1 tried to select circle and that is not possible.
At 28289.0431 User1 tried to select circle and that is not possible.
At 28306.3806 User1 tried to select circle and that is not possible.
At 28322.4216 User1 tried to select circle and that is not possible.
At 28339.5144 User1 tried to select circle and that is not possible.
At 28357.4938 User1 tried to select circle and that is not possible.
At 28373.3871 User1 tried to select circle and that is not possible.
At 28390.4065 User1 tried to select circle and that is not possible.
At 28407.4171 User1 tried to select circle and that is not possible.
At 28424.3725 User1 tried to select circle and that is not possible.
At 28441.3271 User1 tried to select circle and that is not possible.
At 28458.3467 User1 tried to select circle and that is not possible.
At 28474.3487 User1 tried to select circle and that is not possible.
At 28491.3028 User1 tried to select circle and that is not possible.
At 28508.258 User1 tried to select circle and that is not possible.
At 28525.416 User1 tried to select circle and that is not possible.
At 28542.3325 User1 tried to select circle and that is not possible.
At 28542.3325 task was stopped
