Time:User:UserPos:UserRHPos:UserLHPos:UserPosToque:UserMaoDeToque:UserTouchType:UserAction:HoverUnityName:HoverObjectType:NQuadToSelect:NCircToSelect:LastCollidingObj:HandCubePos
0.9969:User 1:(0.5, 0.8, 0.6):(0.9, 0.8, 0.7):(0.8, 0.9, 0.7):PosTouchU1:right:::null::5:6:null:(0.0, 0.8, 0.9)
3098.8253:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.9, 0.4):PosTouchU2:right:::null::5:6:null:(0.2, 0.9, -0.4)
3115.845:User 1:(0.5, 0.8, 0.6):(0.9, 0.9, 0.8):(0.3, 0.9, 0.4):PosTouchU1:right:drag::null::5:6:null:(0.3, 0.8, 0.4)
3115.845:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.9, 0.4):PosTouchU2:right:::null::5:6:null:(0.2, 0.9, -0.4)
3132.939:User 1:(0.5, 0.8, 0.6):(0.9, 0.9, 0.8):(0.3, 0.9, 0.4):PosTouchU1:right:drag::null::5:6:null:(0.3, 0.8, 0.4)
3132.939:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.9, 0.4):PosTouchU2:right:::null::5:6:null:(0.2, 0.9, -0.4)
3149.8925:User 1:(0.5, 0.8, 0.6):(0.9, 0.9, 0.8):(0.3, 0.9, 0.4):PosTouchU1:right:drag::null::5:6:null:(0.3, 0.8, 0.4)
3149.8925:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.9, 0.4):PosTouchU2:right:::null::5:6:null:(0.2, 0.9, -0.4)
3166.9152:User 1:(0.5, 0.8, 0.6):(0.9, 0.9, 0.8):(0.3, 0.9, 0.4):PosTouchU1:right:drag::null::5:6:null:(0.3, 0.8, 0.4)
3166.9152:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.9, 0.4):PosTouchU2:right:::null::5:6:null:(0.2, 0.9, -0.4)
3183.9068:User 1:(0.5, 0.8, 0.6):(0.9, 0.9, 0.8):(0.3, 0.9, 0.4):PosTouchU1:right:drag::null::5:6:null:(0.3, 0.8, 0.4)
3183.9068:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.9, 0.4):PosTouchU2:right:::null::5:6:null:(0.2, 0.9, -0.4)
3199.9298:User 1:(0.5, 0.8, 0.6):(0.9, 0.9, 0.8):(0.3, 0.9, 0.4):PosTouchU1:right:drag::null::5:6:null:(0.3, 0.8, 0.4)
3199.9298:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.9, 0.4):PosTouchU2:right:::null::5:6:null:(0.2, 0.9, -0.4)
3217.0181:User 1:(0.5, 0.8, 0.6):(0.9, 0.9, 0.8):(0.3, 0.9, 0.4):PosTouchU1:right:drag::null::5:6:null:(0.3, 0.8, 0.4)
3217.0181:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.9, 0.4):PosTouchU2:right:::null::5:6:null:(0.2, 0.9, -0.4)
3233.973:User 1:(0.5, 0.8, 0.6):(0.9, 0.9, 0.8):(0.3, 0.9, 0.4):PosTouchU1:right:drag::null::5:6:null:(0.3, 0.8, 0.4)
3233.973:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.9, 0.4):PosTouchU2:right:::null::5:6:null:(0.2, 0.9, -0.4)
3251.0699:User 1:(0.5, 0.8, 0.6):(0.9, 0.9, 0.8):(0.3, 0.9, 0.4):PosTouchU1:right:drag::null::5:6:null:(0.3, 0.8, 0.4)
3251.0699:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.9, 0.4):PosTouchU2:right:::null::5:6:null:(0.2, 0.9, -0.4)
3268.0241:User 1:(0.5, 0.8, 0.6):(0.9, 0.9, 0.8):(0.3, 0.9, 0.4):PosTouchU1:right:drag::null::5:6:null:(0.3, 0.8, 0.4)
3268.0241:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.9, 0.4):PosTouchU2:right:::null::5:6:null:(0.2, 0.9, -0.4)
3284.9873:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.3, 0.9, 0.4):PosTouchU1:right:drag::null::5:6:null:(0.3, 0.8, 0.4)
3284.9873:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.9, 0.4):PosTouchU2:right:::null::5:6:null:(0.2, 0.9, -0.4)
3300.9399:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.3, 0.9, 0.4):PosTouchU1:right:drag::null::5:6:null:(0.3, 0.8, 0.4)
3300.9399:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.9, 0.4):PosTouchU2:right:::null::5:6:null:(0.2, 0.9, -0.4)
3318.9124:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.3, 0.9, 0.4):PosTouchU1:right:drag::null::5:6:null:(0.3, 0.8, 0.4)
3318.9124:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.9, 0.4):PosTouchU2:right:::null::5:6:null:(0.2, 0.9, -0.4)
3334.8698:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.3, 0.9, 0.4):PosTouchU1:right:drag::null::5:6:null:(0.3, 0.8, 0.4)
3334.8698:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.9, 0.4):PosTouchU2:right:::null::5:6:null:(0.2, 0.9, -0.4)
3351.867:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.3, 0.9, 0.4):PosTouchU1:right:drag::null::5:6:null:(0.3, 0.8, 0.4)
3351.867:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.9, 0.4):PosTouchU2:right:::null::5:6:null:(0.2, 0.9, -0.4)
3368.7787:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.3, 0.9, 0.4):PosTouchU1:right:drag::null::5:6:null:(0.3, 0.8, 0.4)
3368.7787:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.9, 0.4):PosTouchU2:right:::null::5:6:null:(0.2, 0.9, -0.4)
3385.7852:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.3, 0.9, 0.4):PosTouchU1:right:drag::null::5:6:null:(0.3, 0.8, 0.4)
3385.7852:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.9, 0.4):PosTouchU2:right:::null::5:6:null:(0.2, 0.9, -0.4)
3401.8461:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.3, 0.9, 0.4):PosTouchU1:right:drag::null::5:6:null:(0.3, 0.8, 0.4)
3401.8461:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.9, 0.4):PosTouchU2:right:::null::5:6:null:(0.2, 0.9, -0.4)
3418.9289:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.3, 0.9, 0.4):PosTouchU1:right:drag::null::5:6:null:(0.3, 0.8, 0.5)
3418.9289:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.9, 0.4):PosTouchU2:right:::null::5:6:null:(0.2, 0.9, -0.4)
3435.9482:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.3, 0.9, 0.4):PosTouchU1:right:drag::null::5:6:null:(0.3, 0.8, 0.5)
3435.9482:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.9, 0.4):PosTouchU2:right:::null::5:6:null:(0.2, 0.9, -0.4)
3452.8383:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.3, 0.9, 0.4):PosTouchU1:right:drag::null::5:6:null:(0.3, 0.8, 0.5)
3452.8383:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.9, 0.4):PosTouchU2:right:::null::5:6:null:(0.2, 0.9, -0.4)
3469.894:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.3, 0.9, 0.4):PosTouchU1:right:drag::null::5:6:null:(0.3, 0.8, 0.5)
3469.894:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.9, 0.4):PosTouchU2:right:::null::5:6:null:(0.2, 0.9, -0.4)
3486.8774:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.3, 0.9, 0.4):PosTouchU1:right:drag::null::5:6:null:(0.3, 0.8, 0.5)
3486.8774:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.9, 0.4):PosTouchU2:right:::null::5:6:null:(0.2, 0.9, -0.4)
3503.9302:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.3, 0.9, 0.4):PosTouchU1:right:drag::null::5:6:null:(0.3, 0.8, 0.5)
3503.9302:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.9, 0.4):PosTouchU2:right:::null::5:6:null:(0.2, 0.9, -0.4)
3520.0041:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.3, 0.9, 0.4):PosTouchU1:right:drag::null::5:6:null:(0.3, 0.8, 0.5)
3520.0041:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.9, 0.4):PosTouchU2:right:::null::5:6:null:(0.2, 0.9, -0.4)
3536.8982:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.3, 0.9, 0.4):PosTouchU1:right:drag::null::5:6:null:(0.3, 0.8, 0.5)
3536.8982:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.9, 0.4):PosTouchU2:right:::null::5:6:null:(0.2, 0.9, -0.4)
3553.9191:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.3, 0.9, 0.4):PosTouchU1:right:drag::null::5:6:null:(0.3, 0.8, 0.5)
3553.9191:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.9, 0.4):PosTouchU2:right:::null::5:6:null:(0.2, 0.9, -0.4)
3570.808:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.3, 0.9, 0.4):PosTouchU1:right:drag::null::5:6:null:(0.3, 0.8, 0.5)
3570.808:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.9, 0.4):PosTouchU2:right:::null::5:6:null:(0.2, 0.9, -0.4)
3587.8421:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.3, 0.8, 0.4):PosTouchU1:right:drag::null::5:6:null:(0.3, 0.8, 0.5)
3587.8421:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.8, 0.4):PosTouchU2:right:::null::5:6:null:(0.2, 0.9, -0.4)
3604.0395:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.3, 0.8, 0.4):PosTouchU1:right:drag::null::5:6:null:(0.3, 0.8, 0.5)
3604.0395:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.8, 0.4):PosTouchU2:right:::null::5:6:null:(0.2, 0.9, -0.4)
3622.0512:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.3, 0.8, 0.4):PosTouchU1:right:drag::null::5:6:null:(0.3, 0.8, 0.5)
3622.0512:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.8, 0.4):PosTouchU2:right:::null::5:6:null:(0.2, 0.9, -0.4)
3638.0178:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.3, 0.8, 0.4):PosTouchU1:right:drag::null::5:6:null:(0.3, 0.8, 0.5)
3638.0178:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.8, 0.4):PosTouchU2:right:::null::5:6:null:(0.2, 0.9, -0.4)
3655.4027:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.3, 0.8, 0.4):PosTouchU1:right:drag::null::5:6:null:(0.3, 0.8, 0.5)
3655.4027:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.8, 0.4):PosTouchU2:right:::null::5:6:null:(0.2, 0.9, -0.4)
3672.4219:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.3, 0.8, 0.4):PosTouchU1:right:drag::null::5:6:null:(0.3, 0.8, 0.5)
3672.4219:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.8, 0.4):PosTouchU2:right:::null::5:6:null:(0.2, 0.9, -0.4)
3689.3595:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.3, 0.8, 0.4):PosTouchU1:right:drag::null::5:6:null:(0.3, 0.8, 0.5)
3689.3595:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.8, 0.4):PosTouchU2:right:::null::5:6:null:(0.2, 0.9, -0.4)
3706.314:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.3, 0.8, 0.4):PosTouchU1:right:drag::null::5:6:null:(0.3, 0.8, 0.5)
3706.314:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.8, 0.4):PosTouchU2:right:::null::5:6:null:(0.2, 0.9, -0.4)
3722.453:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.3, 0.8, 0.4):PosTouchU1:right:drag::null::5:6:null:(0.3, 0.8, 0.5)
3722.453:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.8, 0.4):PosTouchU2:right:::null::5:6:null:(0.2, 0.9, -0.4)
3739.3425:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.3, 0.8, 0.4):PosTouchU1:right:drag::null::5:6:null:(0.3, 0.8, 0.5)
3739.3425:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.8, 0.4):PosTouchU2:right:::null::5:6:null:(0.2, 0.9, -0.4)
3756.3031:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.3, 0.8, 0.4):PosTouchU1:right:drag::null::5:6:null:(0.3, 0.8, 0.5)
3756.3031:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.8, 0.4):PosTouchU2:right:::null::5:6:null:(0.2, 0.9, -0.4)
3773.361:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.3, 0.8, 0.4):PosTouchU1:right:drag::null::5:6:null:(0.3, 0.8, 0.5)
3773.361:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.8, 0.4):PosTouchU2:right:::null::5:6:null:(0.2, 0.9, -0.4)
3790.2554:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.3, 0.8, 0.4):PosTouchU1:right:drag::null::5:6:null:(0.3, 0.8, 0.5)
3790.2554:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.8, 0.4):PosTouchU2:right:::null::5:6:null:(0.2, 0.9, -0.4)
3807.2709:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.3, 0.8, 0.4):PosTouchU1:right:drag::null::5:6:null:(0.3, 0.8, 0.5)
3807.2709:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.8, 0.4):PosTouchU2:right:::null::5:6:null:(0.2, 0.9, -0.4)
3824.2712:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.3, 0.8, 0.4):PosTouchU1:right:drag::null::5:6:null:(0.3, 0.8, 0.5)
3824.2712:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.8, 0.4):PosTouchU2:right:::null::5:6:null:(0.2, 0.9, -0.4)
3840.3435:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.3, 0.8, 0.4):PosTouchU1:right:drag::null::5:6:null:(0.3, 0.8, 0.5)
3840.3435:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.8, 0.4):PosTouchU2:right:::null::5:6:null:(0.2, 0.9, -0.4)
3857.3632:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.3, 0.8, 0.4):PosTouchU1:right:drag::null::5:6:null:(0.3, 0.8, 0.5)
3857.3632:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.8, 0.4):PosTouchU2:right:::null::5:6:null:(0.2, 0.9, -0.4)
3874.2534:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.3, 0.8, 0.4):PosTouchU1:right:drag::null::5:6:null:(0.3, 0.8, 0.5)
3874.2534:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.8, 0.4):PosTouchU2:right:::null::5:6:null:(0.2, 0.9, -0.4)
3891.4029:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.3, 0.8, 0.4):PosTouchU1:right:drag::null::5:6:null:(0.3, 0.8, 0.5)
3891.4029:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.8, 0.4):PosTouchU2:right:::null::5:6:null:(0.2, 0.9, -0.4)
3907.3849:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.3, 0.8, 0.4):PosTouchU1:right:drag::null::5:6:null:(0.3, 0.8, 0.5)
3907.3849:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.8, 0.4):PosTouchU2:right:::null::5:6:null:(0.2, 0.9, -0.4)
3925.3146:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.3, 0.8, 0.4):PosTouchU1:right:drag::null::5:6:null:(0.3, 0.8, 0.5)
3925.3146:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.8, 0.4):PosTouchU2:right:::null::5:6:null:(0.2, 0.9, -0.4)
3941.3962:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.3, 0.8, 0.4):PosTouchU1:right:drag::null::5:6:null:(0.3, 0.8, 0.5)
3941.3962:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.8, 0.4):PosTouchU2:right:::null::5:6:null:(0.2, 0.9, -0.4)
3958.5789:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.3, 0.8, 0.4):PosTouchU1:right:drag::null::5:6:null:(0.3, 0.8, 0.5)
3958.5789:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.8, 0.4):PosTouchU2:right:::null::5:6:null:(0.2, 0.9, -0.4)
3975.5801:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.3, 0.8, 0.4):PosTouchU1:right:drag::null::5:6:null:(0.3, 0.8, 0.5)
3975.5801:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.8, 0.4):PosTouchU2:right:::null::5:6:null:(0.2, 0.9, -0.4)
3992.5618:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.3, 0.8, 0.5):PosTouchU1:right:drag::null::5:6:null:(0.3, 0.8, 0.5)
3992.5618:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.8, 0.5):PosTouchU2:right:::null::5:6:null:(0.2, 0.9, -0.4)
4008.5585:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.3, 0.8, 0.5):PosTouchU1:right:drag::null::5:6:null:(0.3, 0.8, 0.5)
4008.5585:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.8, 0.5):PosTouchU2:right:::null::5:6:null:(0.2, 0.9, -0.4)
4026.5822:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.3, 0.8, 0.5):PosTouchU1:right:drag::null::5:6:null:(0.3, 0.8, 0.5)
4026.5822:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.8, 0.5):PosTouchU2:right:::null::5:6:null:(0.2, 0.9, -0.4)
4044.4626:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.3, 0.8, 0.5):PosTouchU1:right:drag::null::5:6:null:(0.3, 0.8, 0.5)
4044.4626:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.8, 0.5):PosTouchU2:right:::null::5:6:null:(0.2, 0.9, -0.4)
4060.6616:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.3, 0.8, 0.5):PosTouchU1:right:drag::null::5:6:null:(0.3, 0.8, 0.5)
4060.6616:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.8, 0.5):PosTouchU2:right:::null::5:6:null:(0.2, 0.9, -0.4)
4076.7261:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.3, 0.8, 0.5):PosTouchU1:right:drag::null::5:6:null:(0.3, 0.8, 0.5)
4076.7261:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.8, 0.5):PosTouchU2:right:::null::5:6:null:(0.2, 0.9, -0.4)
4093.7175:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.3, 0.8, 0.5):PosTouchU1:right:drag::null::5:6:null:(0.3, 0.8, 0.5)
4093.7175:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.8, 0.5):PosTouchU2:right:::null::5:6:null:(0.2, 0.9, -0.4)
4110.6066:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.3, 0.8, 0.5):PosTouchU1:right:drag::null::5:6:null:(0.3, 0.8, 0.5)
4110.6066:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.8, 0.5):PosTouchU2:right:::null::5:6:null:(0.2, 0.9, -0.4)
4127.5664:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.3, 0.8, 0.5):PosTouchU1:right:drag::null::5:6:null:(0.3, 0.8, 0.5)
4127.5664:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.8, 0.5):PosTouchU2:right:::null::5:6:null:(0.2, 0.9, -0.4)
4144.5252:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.3, 0.8, 0.5):PosTouchU1:right:drag::null::5:6:null:(0.3, 0.8, 0.5)
4144.5252:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.8, 0.5):PosTouchU2:right:::null::5:6:null:(0.2, 0.9, -0.4)
4160.4805:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.3, 0.8, 0.5):PosTouchU1:right:drag::null::5:6:null:(0.3, 0.8, 0.5)
4160.4805:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.8, 0.5):PosTouchU2:right:::null::5:6:null:(0.2, 0.9, -0.4)
4177.4343:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.3, 0.8, 0.5):PosTouchU1:right:drag::null::5:6:null:(0.3, 0.8, 0.5)
4177.4343:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.8, 0.5):PosTouchU2:right:::null::5:6:null:(0.2, 0.9, -0.4)
4194.479:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.3, 0.8, 0.5):PosTouchU1:right:drag::null::5:6:null:(0.3, 0.8, 0.5)
4194.479:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.8, 0.5):PosTouchU2:right:::null::5:6:null:(0.2, 0.9, -0.4)
4211.4339:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.3, 0.8, 0.5):PosTouchU1:right:drag::null::5:6:null:(0.3, 0.8, 0.5)
4211.4339:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.8, 0.5):PosTouchU2:right:::null::5:6:null:(0.2, 0.9, -0.4)
4228.4543:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.4, 0.8, 0.5):PosTouchU1:right:drag::null::5:6:null:(0.3, 0.8, 0.5)
4228.4543:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.4, 0.8, 0.5):PosTouchU2:right:::null::5:6:null:(0.2, 0.9, -0.4)
4245.3429:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.4, 0.8, 0.5):PosTouchU1:right:drag::null::5:6:null:(0.3, 0.8, 0.5)
4245.3429:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.4, 0.8, 0.5):PosTouchU2:right:::null::5:6:null:(0.2, 0.9, -0.4)
4261.3969:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.4, 0.8, 0.5):PosTouchU1:right:drag::null::5:6:null:(0.3, 0.8, 0.5)
4261.3969:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.4, 0.8, 0.5):PosTouchU2:right:::null::5:6:null:(0.2, 0.9, -0.4)
4278.3979:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.4, 0.8, 0.5):PosTouchU1:right:drag::null::5:6:null:(0.3, 0.8, 0.5)
4278.3979:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.4, 0.8, 0.5):PosTouchU2:right:::null::5:6:null:(0.2, 0.9, -0.4)
4298.5427:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.4, 0.8, 0.5):PosTouchU1:right:drag::Cylinder2 (UnityEngine.GameObject):circle:5:6:Cylinder2 (UnityEngine.GameObject):(0.3, 0.8, 0.5)
4298.5427:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.4, 0.8, 0.5):PosTouchU2:right:::null::5:6:null:(0.2, 0.9, -0.4)
4311.6533:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.4, 0.8, 0.5):PosTouchU1:right:drag::Cylinder2 (UnityEngine.GameObject):circle:5:6:Cylinder2 (UnityEngine.GameObject):(0.3, 0.8, 0.5)
4311.6533:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.4, 0.8, 0.5):PosTouchU2:right:::null::5:6:null:(0.2, 0.9, -0.4)
4330.6305:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.4, 0.8, 0.5):PosTouchU1:right:drag::Cylinder2 (UnityEngine.GameObject):circle:5:6:Cylinder2 (UnityEngine.GameObject):(0.3, 0.8, 0.5)
4330.6305:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.4, 0.8, 0.5):PosTouchU2:right:::null::5:6:null:(0.2, 0.9, -0.4)
4347.2717:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.4, 0.8, 0.5):PosTouchU1:right:drag::Cylinder2 (UnityEngine.GameObject):circle:5:6:Cylinder2 (UnityEngine.GameObject):(0.3, 0.8, 0.5)
4347.2717:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.4, 0.8, 0.5):PosTouchU2:right:::null::5:6:null:(0.2, 0.9, -0.4)
