Time:User:UserPos:UserRHPos:UserLHPos:UserPosToque:UserMaoDeToque:UserTouchType:UserAction:HoverUnityName:HoverObjectType:NQuadToSelect:NCircToSelect:LastCollidingObj:HandCubePos
1.9922:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:6:null:(0.0, 0.8, 0.9)
2948.0118:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:5:null:(0.0, 0.8, 0.9)
2948.0118:User 2:(0.5, 0.8, 0.5):(0.7, 0.9, 0.7):(0.3, 0.0, -1.1):(0.4, 0.8, 0.6):right:double-tap:selected::circle:5:5::(0.4, 0.8, 0.6)
2964.9882:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:5:null:(0.0, 0.8, 0.9)
2964.9882:User 2:(0.5, 0.8, 0.5):(0.7, 0.9, 0.7):(0.3, 0.0, -1.1):(0.4, 0.8, 0.6):right:double-tap:selected::circle:5:5::(0.4, 0.8, 0.6)
2981.9191:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:5:null:(0.0, 0.8, 0.9)
2981.9191:User 2:(0.5, 0.8, 0.5):(0.7, 0.9, 0.7):(0.3, 0.0, -1.1):(0.4, 0.8, 0.6):right:double-tap:selected::circle:5:5::(0.4, 0.8, 0.6)
2997.9402:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:5:null:(0.0, 0.8, 0.9)
2997.9402:User 2:(0.5, 0.8, 0.5):(0.7, 0.9, 0.7):(0.3, 0.0, -1.1):(0.4, 0.8, 0.6):right:double-tap:selected::circle:5:5::(0.4, 0.8, 0.6)
3015.8261:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:5:null:(0.0, 0.8, 0.9)
3015.8261:User 2:(0.5, 0.8, 0.5):(0.7, 0.9, 0.7):(0.3, 0.0, -1.1):(0.4, 0.8, 0.6):right:double-tap:selected::circle:5:5::(0.4, 0.8, 0.6)
3031.7849:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:5:null:(0.0, 0.8, 0.9)
3031.7849:User 2:(0.5, 0.8, 0.5):(0.7, 0.9, 0.7):(0.3, 0.0, -1.1):(0.4, 0.8, 0.6):right:double-tap:selected::circle:5:5::(0.4, 0.8, 0.6)
3048.7396:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:5:null:(0.0, 0.8, 0.9)
3048.7396:User 2:(0.5, 0.8, 0.5):(0.7, 0.9, 0.7):(0.3, 0.0, -1.1):(0.4, 0.8, 0.6):right:double-tap:selected::circle:5:5::(0.4, 0.8, 0.6)
3065.9705:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:5:null:(0.0, 0.8, 0.9)
3065.9705:User 2:(0.5, 0.8, 0.5):(0.7, 0.9, 0.7):(0.3, 0.0, -1.1):(0.4, 0.8, 0.6):right:double-tap:selected::circle:5:5::(0.4, 0.8, 0.6)
3082.9026:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:5:null:(0.0, 0.8, 0.9)
3082.9026:User 2:(0.5, 0.8, 0.5):(0.7, 0.9, 0.7):(0.3, 0.0, -1.1):(0.4, 0.8, 0.6):right:double-tap:selected::circle:5:5::(0.4, 0.8, 0.6)
3100.9658:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:5:null:(0.0, 0.8, 0.9)
3100.9658:User 2:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.0, -1.1):(0.4, 0.8, 0.6):right:double-tap:selected::circle:5:5::(0.4, 0.8, 0.6)
3116.9236:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:5:null:(0.0, 0.8, 0.9)
3116.9236:User 2:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.0, -1.1):(0.4, 0.8, 0.6):right:double-tap:selected::circle:5:5::(0.4, 0.8, 0.6)
3133.9069:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:5:null:(0.0, 0.8, 0.9)
3133.9069:User 2:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.0, -1.1):(0.4, 0.8, 0.6):right:double-tap:selected::circle:5:5::(0.4, 0.8, 0.6)
3150.8323:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:5:null:(0.0, 0.8, 0.9)
3150.8323:User 2:(0.5, 0.8, 0.5):(0.7, 0.9, 0.7):(0.3, 0.0, -1.1):(0.4, 0.8, 0.6):right:double-tap:selected::circle:5:5::(0.4, 0.8, 0.6)
3166.9363:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:5:null:(0.0, 0.8, 0.9)
3166.9363:User 2:(0.5, 0.8, 0.5):(0.7, 0.9, 0.7):(0.3, 0.0, -1.1):(0.4, 0.8, 0.6):right:double-tap:selected::circle:5:5::(0.4, 0.8, 0.6)
3183.9342:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:5:null:(0.0, 0.8, 0.9)
3183.9342:User 2:(0.5, 0.8, 0.5):(0.7, 0.9, 0.7):(0.3, 0.0, -1.1):(0.4, 0.8, 0.6):right:double-tap:selected::circle:5:5::(0.4, 0.8, 0.6)
3200.9188:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:5:null:(0.0, 0.8, 0.9)
3200.9188:User 2:(0.5, 0.8, 0.5):(0.7, 0.9, 0.7):(0.3, 0.0, -1.1):(0.4, 0.8, 0.6):right:double-tap:selected::circle:5:5::(0.4, 0.8, 0.6)
3217.8899:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:5:null:(0.0, 0.8, 0.9)
3217.8899:User 2:(0.5, 0.8, 0.5):(0.7, 0.9, 0.7):(0.3, 0.0, -1.1):(0.4, 0.8, 0.6):right:double-tap:selected::circle:5:5::(0.4, 0.8, 0.6)
3234.0724:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:5:null:(0.0, 0.8, 0.9)
3234.0724:User 2:(0.5, 0.8, 0.5):(0.7, 0.9, 0.7):(0.3, 0.0, -1.1):(0.2, 0.8, 0.5):right:drag:selected::circle:5:5::(0.2, 0.8, 0.5)
3250.9522:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:5:null:(0.0, 0.8, 0.9)
3250.9522:User 2:(0.5, 0.8, 0.5):(0.7, 0.9, 0.7):(0.3, 0.0, -1.1):(0.2, 0.8, 0.5):right:drag:selected::circle:5:5::(0.2, 0.8, 0.5)
3267.9042:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:5:null:(0.0, 0.8, 0.9)
3267.9042:User 2:(0.5, 0.8, 0.5):(0.7, 0.9, 0.7):(0.3, 0.0, -1.1):(0.2, 0.8, 0.5):right:drag:selected::circle:5:5::(0.2, 0.8, 0.5)
3284.8561:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:5:null:(0.0, 0.8, 0.9)
3284.8561:User 2:(0.5, 0.8, 0.5):(0.7, 0.9, 0.7):(0.3, 0.0, -1.1):(0.1, 0.8, 0.5):right:drag:selected::circle:5:5::(0.1, 0.8, 0.5)
3301.8436:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:5:null:(0.0, 0.8, 0.9)
3301.8436:User 2:(0.5, 0.8, 0.5):(0.7, 0.9, 0.7):(0.3, 0.0, -1.1):(0.1, 0.8, 0.5):right:drag:selected::circle:5:5::(0.1, 0.8, 0.5)
3318.7645:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:5:null:(0.0, 0.8, 0.9)
3318.7645:User 2:(0.5, 0.8, 0.5):(0.7, 0.9, 0.7):(0.3, 0.0, -1.1):(0.1, 0.8, 0.5):right:drag:selected::circle:5:5::(0.1, 0.8, 0.5)
3334.7231:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:5:null:(0.0, 0.8, 0.9)
3334.7231:User 2:(0.5, 0.8, 0.5):(0.7, 0.9, 0.7):(0.3, 0.0, -1.1):(0.1, 0.8, 0.5):right:drag:selected::circle:5:5::(0.1, 0.8, 0.5)
3352.6848:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:5:null:(0.0, 0.8, 0.9)
3352.6848:User 2:(0.5, 0.8, 0.5):(0.7, 0.9, 0.7):(0.3, 0.0, -1.1):(0.1, 0.8, 0.5):right:drag:selected::circle:5:5::(0.1, 0.8, 0.5)
3368.6969:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:5:null:(0.0, 0.8, 0.9)
3368.6969:User 2:(0.5, 0.8, 0.5):(0.7, 0.9, 0.7):(0.3, 0.0, -1.1):(0.1, 0.8, 0.5):right:drag:selected::circle:5:5::(0.1, 0.8, 0.5)
3386.6138:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:5:null:(0.0, 0.8, 0.9)
3386.6138:User 2:(0.5, 0.8, 0.5):(0.7, 0.9, 0.7):(0.3, 0.0, -1.1):(0.1, 0.8, 0.5):right:drag:selected::circle:5:5::(0.1, 0.8, 0.5)
3402.6062:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:5:null:(0.0, 0.8, 0.9)
3402.6062:User 2:(0.5, 0.8, 0.5):(0.7, 0.9, 0.7):(0.3, 0.0, -1.1):(0.1, 0.8, 0.5):right:drag:selected::circle:5:5::(0.1, 0.8, 0.5)
3419.5058:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:5:null:(0.0, 0.8, 0.9)
3419.5058:User 2:(0.5, 0.8, 0.5):(0.7, 0.9, 0.7):(0.3, 0.0, -1.1):(0.1, 0.8, 0.5):right:drag:selected::circle:5:5::(0.1, 0.8, 0.5)
3436.4846:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:5:null:(0.0, 0.8, 0.9)
3436.4846:User 2:(0.5, 0.8, 0.5):(0.7, 0.9, 0.7):(0.3, 0.0, -1.1):(0.1, 0.8, 0.4):right:drag:selected::circle:5:5::(0.1, 0.8, 0.4)
3453.4603:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:5:null:(0.0, 0.8, 0.9)
3453.4603:User 2:(0.5, 0.8, 0.5):(0.7, 0.9, 0.7):(0.3, 0.0, -1.1):(0.1, 0.8, 0.4):right:drag:selected::circle:5:5::(0.1, 0.8, 0.4)
3469.4173:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:5:null:(0.0, 0.8, 0.9)
3469.4173:User 2:(0.5, 0.8, 0.5):(0.7, 0.9, 0.7):(0.3, 0.0, -1.1):(0.1, 0.8, 0.4):right:drag:selected::circle:5:5::(0.1, 0.8, 0.4)
3487.3701:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:5:null:(0.0, 0.8, 0.9)
3487.3701:User 2:(0.5, 0.8, 0.5):(0.7, 0.9, 0.7):(0.3, 0.0, -1.1):(0.1, 0.8, 0.4):right:drag:selected::circle:5:5::(0.1, 0.8, 0.4)
3504.3248:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:5:null:(0.0, 0.8, 0.9)
3504.3248:User 2:(0.5, 0.8, 0.5):(0.7, 0.9, 0.7):(0.3, 0.0, -1.1):(0.1, 0.8, 0.4):right:drag:selected::circle:5:5::(0.1, 0.8, 0.4)
3520.2814:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:5:null:(0.0, 0.8, 0.9)
3520.2814:User 2:(0.5, 0.8, 0.5):(0.7, 0.9, 0.7):(0.3, 0.0, -1.1):(0.1, 0.8, 0.4):right:drag:selected::circle:5:5::(0.1, 0.8, 0.4)
3537.2363:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:5:null:(0.0, 0.8, 0.9)
3537.2363:User 2:(0.5, 0.8, 0.5):(0.7, 0.9, 0.7):(0.3, 0.0, -1.1):(0.1, 0.8, 0.4):right:drag:selected::circle:5:5::(0.1, 0.8, 0.4)
3555.2052:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:5:null:(0.0, 0.8, 0.9)
3555.2052:User 2:(0.5, 0.8, 0.5):(0.7, 0.9, 0.7):(0.3, 0.0, -1.1):(0.1, 0.8, 0.4):right:drag:selected::circle:5:5::(0.1, 0.8, 0.4)
3571.1693:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:5:null:(0.0, 0.8, 0.9)
3571.1693:User 2:(0.5, 0.8, 0.5):(0.7, 0.9, 0.7):(0.3, 0.0, -1.1):(0.1, 0.8, 0.4):right:drag:selected::circle:5:5::(0.1, 0.8, 0.4)
3588.1244:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:5:null:(0.0, 0.8, 0.9)
3588.1244:User 2:(0.5, 0.8, 0.5):(0.7, 0.9, 0.7):(0.3, 0.0, -1.1):(0.1, 0.8, 0.4):right:drag:selected::circle:5:5::(0.1, 0.8, 0.4)
3605.0554:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:5:null:(0.0, 0.8, 0.9)
3605.0554:User 2:(0.5, 0.8, 0.5):(0.7, 0.9, 0.7):(0.3, 0.0, -1.1):(0.1, 0.8, 0.4):right:drag:selected::circle:5:5::(0.1, 0.8, 0.4)
3622.074:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:5:null:(0.0, 0.8, 0.9)
3622.074:User 2:(0.5, 0.8, 0.5):(0.7, 0.9, 0.7):(0.3, 0.0, -1.1):(0.1, 0.8, 0.4):right:drag:selected::circle:5:5::(0.1, 0.8, 0.4)
3638.9665:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:5:null:(0.0, 0.8, 0.9)
3638.9665:User 2:(0.5, 0.8, 0.5):(0.7, 0.9, 0.7):(0.3, 0.0, -1.1):(0.1, 0.8, 0.4):right:drag:selected::circle:5:5::(0.1, 0.8, 0.4)
3656.0309:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:5:null:(0.0, 0.8, 0.9)
3656.0309:User 2:(0.5, 0.8, 0.5):(0.7, 0.9, 0.7):(0.3, 0.0, -1.1):(0.1, 0.8, 0.4):right:drag:selected::circle:5:5::(0.1, 0.8, 0.4)
3672.1169:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:5:null:(0.0, 0.8, 0.9)
3672.1169:User 2:(0.5, 0.8, 0.5):(0.7, 0.9, 0.7):(0.3, 0.0, -1.1):(0.1, 0.8, 0.4):right:drag:selected::circle:5:5::(0.1, 0.8, 0.4)
3697.021:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:5:null:(0.0, 0.8, 0.9)
3697.021:User 2:(0.5, 0.8, 0.5):(0.7, 0.9, 0.7):(0.3, 0.0, -1.1):(0.1, 0.8, 0.4):right:drag::Cylinder4 (UnityEngine.GameObject):circle:5:5:Cylinder4 (UnityEngine.GameObject):(0.1, 0.8, 0.4)
3706.0777:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:5:null:(0.0, 0.8, 0.9)
3706.0777:User 2:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.0, -1.1):(0.1, 0.8, 0.4):right:drag::Cylinder4 (UnityEngine.GameObject):circle:5:5:Cylinder4 (UnityEngine.GameObject):(0.1, 0.8, 0.4)
3723.0359:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:5:null:(0.0, 0.8, 0.9)
3723.0359:User 2:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.0, -1.1):(0.1, 0.8, 0.4):right:drag::Cylinder4 (UnityEngine.GameObject):circle:5:5:Cylinder4 (UnityEngine.GameObject):(0.1, 0.8, 0.4)
3739.9906:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:5:null:(0.0, 0.8, 0.9)
3739.9906:User 2:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.0, -1.1):(0.1, 0.8, 0.4):right:drag::Cylinder4 (UnityEngine.GameObject):circle:5:5:Cylinder4 (UnityEngine.GameObject):(0.1, 0.8, 0.4)
3756.0942:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:5:null:(0.0, 0.8, 0.9)
3756.0942:User 2:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.0, -1.1):(0.2, 0.8, 0.4):right:drag::Cylinder4 (UnityEngine.GameObject):circle:5:5:Cylinder4 (UnityEngine.GameObject):(0.2, 0.8, 0.4)
3773.9927:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:5:null:(0.0, 0.8, 0.9)
3773.9927:User 2:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.0, -1.1):(0.2, 0.8, 0.4):right:drag::Cylinder4 (UnityEngine.GameObject):circle:5:5:Cylinder4 (UnityEngine.GameObject):(0.2, 0.8, 0.4)
3790.0145:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:5:null:(0.0, 0.8, 0.9)
3790.0145:User 2:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.0, -1.1):(0.2, 0.8, 0.4):right:drag::Cylinder4 (UnityEngine.GameObject):circle:5:5:Cylinder4 (UnityEngine.GameObject):(0.2, 0.8, 0.4)
3806.9693:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:5:null:(0.0, 0.8, 0.9)
3806.9693:User 2:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.0, -1.1):(0.2, 0.8, 0.4):right:drag::Cylinder4 (UnityEngine.GameObject):circle:5:5:Cylinder4 (UnityEngine.GameObject):(0.2, 0.8, 0.4)
3823.9234:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:5:null:(0.0, 0.8, 0.9)
3823.9234:User 2:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.0, -1.1):(0.2, 0.8, 0.4):right:drag::Cylinder4 (UnityEngine.GameObject):circle:5:5:Cylinder4 (UnityEngine.GameObject):(0.2, 0.8, 0.4)
3840.8118:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:5:null:(0.0, 0.8, 0.9)
3840.8118:User 2:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.0, -1.1):(0.2, 0.8, 0.4):right:drag::Cylinder4 (UnityEngine.GameObject):circle:5:5:Cylinder4 (UnityEngine.GameObject):(0.2, 0.8, 0.4)
3857.834:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:5:null:(0.0, 0.8, 0.9)
3857.834:User 2:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.0, -1.1):(0.2, 0.8, 0.4):right:drag::Cylinder4 (UnityEngine.GameObject):circle:5:5:Cylinder4 (UnityEngine.GameObject):(0.2, 0.8, 0.4)
3874.8232:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:5:null:(0.0, 0.8, 0.9)
3874.8232:User 2:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.0, -1.1):(0.2, 0.8, 0.4):right:drag::Cylinder4 (UnityEngine.GameObject):circle:5:5:Cylinder4 (UnityEngine.GameObject):(0.2, 0.8, 0.4)
3890.7743:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:5:null:(0.0, 0.8, 0.9)
3890.7743:User 2:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.0, -1.1):(0.2, 0.8, 0.4):right:drag::Cylinder4 (UnityEngine.GameObject):circle:5:5:Cylinder4 (UnityEngine.GameObject):(0.2, 0.8, 0.4)
3908.7264:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:5:null:(0.0, 0.8, 0.9)
3908.7264:User 2:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.0, -1.1):(0.2, 0.8, 0.4):right:drag::Cylinder4 (UnityEngine.GameObject):circle:5:5:Cylinder4 (UnityEngine.GameObject):(0.2, 0.8, 0.4)
3925.8145:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:5:null:(0.0, 0.8, 0.9)
3925.8145:User 2:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.0, -1.1):(0.2, 0.8, 0.4):right:drag::Cylinder4 (UnityEngine.GameObject):circle:5:5:Cylinder4 (UnityEngine.GameObject):(0.2, 0.8, 0.4)
3941.7679:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:5:null:(0.0, 0.8, 0.9)
3941.7679:User 2:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.0, -1.1):(0.2, 0.8, 0.4):right:drag::Cylinder4 (UnityEngine.GameObject):circle:5:5:Cylinder4 (UnityEngine.GameObject):(0.2, 0.8, 0.4)
3958.7267:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:5:null:(0.0, 0.8, 0.9)
3958.7267:User 2:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.0, -1.1):(0.2, 0.8, 0.4):right:drag::Cylinder4 (UnityEngine.GameObject):circle:5:5:Cylinder4 (UnityEngine.GameObject):(0.2, 0.8, 0.4)
3975.7166:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:5:null:(0.0, 0.8, 0.9)
3975.7166:User 2:(0.5, 0.8, 0.5):(0.7, 0.9, 0.7):(0.3, 0.0, -1.1):(0.2, 0.8, 0.4):right:drag::Cylinder4 (UnityEngine.GameObject):circle:5:5:Cylinder4 (UnityEngine.GameObject):(0.2, 0.8, 0.4)
3993.6704:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:5:null:(0.0, 0.8, 0.9)
3993.6704:User 2:(0.5, 0.8, 0.5):(0.7, 0.9, 0.7):(0.3, 0.0, -1.1):(0.2, 0.8, 0.4):right:drag::Cylinder4 (UnityEngine.GameObject):circle:5:5:Cylinder4 (UnityEngine.GameObject):(0.2, 0.8, 0.4)
4008.8395:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:5:null:(0.0, 0.8, 0.9)
4008.8395:User 2:(0.5, 0.8, 0.5):(0.7, 0.9, 0.7):(0.3, 0.0, -1.1):(0.2, 0.8, 0.4):right:drag::Cylinder4 (UnityEngine.GameObject):circle:5:5:Cylinder4 (UnityEngine.GameObject):(0.2, 0.8, 0.4)
4026.7355:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:5:null:(0.0, 0.8, 0.9)
4026.7355:User 2:(0.5, 0.8, 0.5):(0.7, 0.9, 0.7):(0.3, 0.0, -1.1):(0.2, 0.8, 0.4):right:drag::Cylinder4 (UnityEngine.GameObject):circle:5:5:Cylinder4 (UnityEngine.GameObject):(0.2, 0.8, 0.4)
4042.852:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:5:null:(0.0, 0.8, 0.9)
